teks_terjemah,Label_Asli,Prediksi_NB,Prediksi_SVM
you're joking,Neutral,Neutral,Neutral
"Thanks bro for playing a low positive game, you forgot to take a break, bro",Positive,Positive,Positive
"bro, thanks for playing, bro, I know what the content of the game is, I like to play, block the cell phone, I know the guy while playing, I really enjoy following the story, bro, I really look handsome, thank you very much, bro, respect",Positive,Positive,Positive
"catfish jellyfish thanks, Lee",Positive,Positive,Positive
"bro, caleb's story bro",Neutral,Neutral,Neutral
watched until I fell asleep,Neutral,Neutral,Neutral
"Thank you bro, I've played this game, we love youuuuuuuuuuu",Positive,Positive,Positive
bro thank you so much play the safe place game ciwi ciwi by the way cwk big fan bro next time you finish the game open play the story until the end gg banh,Negative,Negative,Negative
"Thank you bro, Windah, I'm really touched, pleaseee huhu loveee",Positive,Positive,Positive
"Thank you bro, play the game well, respect female players",Negative,Positive,Negative
wow,Positive,Positive,Positive
bro hungry,Neutral,Neutral,Neutral
great tree,Positive,Positive,Positive
Continue the story bro,Neutral,Neutral,Neutral
teach boys girls games love and deepspace guys especially boys zayne good boy green flag gentleman thank you papa winda play the game star rating,Positive,Positive,Positive
"Thank you bro, Windah, play love and deepspace",Positive,Positive,Positive
woooooooooooooooooow,Neutral,Neutral,Neutral
evelyn congratulations zayne girlies,Neutral,Neutral,Neutral
Zayne is handsome bro,Positive,Positive,Positive
"Thank you, bro, Windah, review the game. Thank you for the spare hours. Try topping up a million. Mostly girls watch, comfortable, looking strange, it's okay, overall, live, female viewers, players, curious, the game is comfortable, successful, bro, Windah.",Positive,Positive,Negative
Tysm bro is really happy,Positive,Positive,Positive
emotional,Neutral,Neutral,Neutral
"bro, the game world of the characters has been built well, perfect",Positive,Positive,Positive
"Hanx, the world will take a lesson, if you understand, then you won't progress, bro",Neutral,Neutral,Neutral
anjr wowkwowkwo yes,Neutral,Neutral,Neutral
The world of utopia does not exist,Neutral,Neutral,Neutral
"The essence of gaming fandom is that if you don't shout loudly, it's cool, it's cool, yes, the fandom is banning it, yes, the banner is not appropriate, live, bro, Windah has been criticized by the fandom, it's bad, it's bad, it's time to go live, the comments are live, the fandom is afraid it will be bad, it's bad, people",Negative,Negative,Negative
"It's really funny, bro, it's beautiful to play",Positive,Positive,Positive
"It's really funny, bro, it's beautiful to play",Positive,Positive,Positive
part bang review caleb plss,Neutral,Neutral,Neutral
"It's really funny, bro, it's beautiful to play",Positive,Positive,Positive
"It's really funny, bro, it's beautiful to play",Positive,Positive,Positive
Thank you bro for teaching Sigma Rose Blackpink boyfriend,Positive,Neutral,Neutral
Thanks bro,Positive,Positive,Positive
"Thank you bro, I want to satisfy the desires of female viewers, I hope you are always healthy and happy, thank you bro, by the way, greetings, Zaynee girls",Positive,Positive,Positive
"wait, wait, xixi, thank you, bro, Windah, play the game by the way, keep going, Caleb, bro",Negative,Neutral,Negative
you're cool bro like ss ss,Positive,Positive,Positive
"Thank you, really enjoyed watching it",Positive,Positive,Positive
story caleb story homing wing caleb,Neutral,Neutral,Neutral
"Caleb's next story game is really good, I'm really curious",Positive,Positive,Positive
"proud of Windah, thank you so much for appreciating the game, I really appreciate the positive comments",Positive,Positive,Positive
"Thank you, bro, I played yesterday, lads, I was waiting to play the game, bro",Negative,Positive,Negative
gg thanks bro Windah entertain the girls dear girls bro Windah greetings sigma,Positive,Neutral,Positive
"Thank you bro, played the game until I made a million laughs bro",Negative,Positive,Negative
redeem the game code guys by the way thank you bro windah play the gameeee,Negative,Neutral,Negative
Thank you bro for playing by the way bang battle bang windah have opened the battle bounty bro type the level is hard it's hard to win the protocore card update wait for the part bro winnnddd,Positive,Positive,Positive
"I love you, bro, thank you",Positive,Positive,Positive
"Guys don't get angry this year, Bro Windah plays the anime version for girls, it's okay to change",Neutral,Neutral,Neutral
wow really yossy yossyaaaaa,Positive,Positive,Positive
yossyaaaaa really,Positive,Positive,Positive
"I'm a guy, I like the gameplay, I play RPG games, I like using girl characters instead of boys, it's cool, watching something like that, the game is good",Positive,Positive,Positive
gg mc,Neutral,Neutral,Neutral
gg evelyne violetta your parents are proud,Positive,Positive,Positive
Maniso's oppa likes basoso girls so old people are good at somersaults,Positive,Positive,Positive
ig eve,Neutral,Neutral,Neutral
gg evelynvioletta,Neutral,Neutral,Neutral
why care about low tbsp,Neutral,Neutral,Neutral
I'm a guy who supports Anjir,Neutral,Neutral,Neutral
"Honestly, if someone doesn't get angry first, Windah fans won't have a problem with the game, fans will say they're angry because Gin's game is bad for Windah.",Negative,Negative,Negative
"I'm not angry with the fanbase, I'm pretending to be stupid",Negative,Negative,Negative
capers,Neutral,Neutral,Neutral
viola,Neutral,Neutral,Neutral
It's funny to ban girls,Positive,Positive,Positive
"rivelika event banner, the memory card is not suitable for live streaming, bro, male fans despise the game players",Negative,Negative,Negative
Rivelika hah,Neutral,Neutral,Neutral
"rivelika yes, because the bomb guy playing, Bang Windah, insults this funny game, how can you not ban it from being played?",Negative,Positive,Negative
"Yesterday, this game's fandom beard burned, right?",Negative,Positive,Negative
"yes, you girl, this fandom is a tantrum game, yes, comments are not appropriate, come on, bro, use logic, fahmyjomokdikit",Negative,Neutral,Negative
fahmyjomokdikit gay denial stop yapping,Positive,Positive,Positive
I'm a guy who doesn't care about efootball games,Neutral,Neutral,Neutral
king mole king of world games,Neutral,Neutral,Neutral
Istrischwarzerrritter caper deck gd cares,Neutral,Neutral,Neutral
"It's funny, don't you think this game is a laughing game?",Negative,Positive,Negative
evve,Neutral,Neutral,Neutral
dirty game,Negative,Negative,Negative
"kikiohgs, it's better to laugh at children, sexualize stress, stress",Positive,Positive,Positive
Deepspace bestgift hope this helps,Neutral,Neutral,Neutral
"wow, thanks, add pull feiro",Positive,Positive,Positive
Rafayel guessed it was genuine,Positive,Positive,Positive
thanks bro for playing,Positive,Positive,Positive
thank you bro windahh,Neutral,Neutral,Neutral
"darling, bro, thank you, bro, for supporting listening to Bocil Caper Poko. Thank you for the hours, Zayne",Positive,Neutral,Neutral
Guys watching Bang Windag's fans,Neutral,Neutral,Neutral
"Thank you bro, Windah, let me review the game, watch playing the game on your cellphone, support",Negative,Negative,Negative
aahhh I really like it girlsss love lovee,Positive,Positive,Positive
"Bro, using the emulator is really smooth",Positive,Positive,Positive
"It's natural that girls really like games, it's really good, it's beautiful, boys' games are wrong when playing games, I love this game",Positive,Positive,Positive
"thanks bro for playing the game, I'm really grateful to see this game in person, it's true that I can't play with the problem of cellphone RAM",Negative,Positive,Negative
wait for the continuation,Neutral,Neutral,Neutral
are you late bro?,Negative,Negative,Negative
"Oh, how handsome Sylus Pranowo is",Positive,Positive,Positive
Thank you bro Windah,Neutral,Neutral,Neutral
"thank you bro, windah for playing the game, appreciate the effort for playing lads for hours straight viewer malaysia again thank you bro",Negative,Negative,Negative
At night I dream about Calebzayne and Sylus,Neutral,Neutral,Neutral
thank you bro respect,Neutral,Neutral,Neutral
"Sylus Zayne's legal wife says thank you, enjoy playing the game, bro",Positive,Positive,Negative
syluuuussssfaceredheartshapefaceredheartshapefaceredheartshape,Neutral,Neutral,Neutral
"Thank you bro, Windah for playing my favorite game, really really",Positive,Positive,Positive
"Your comments can't respect people's opinions wow, wow, I'm just at school",Positive,Positive,Positive
"Guys like it, please play fun games, it's normal, don't force people who don't like it, like it",Positive,Positive,Neutral
"Very good, full battle RPG battle mode",Positive,Positive,Positive
"I'm a guy, I play games, I'm curious, I play and discuss so far, I have fun games when I battle against wanderers, hahah, I like scifi story themes",Positive,Positive,Neutral
cwe cwo play the game combat ny story the graphics are good n player plays infinity nikki cwe cwo can play,Positive,Positive,Positive
"There's nothing wrong with playing this game, just to find out",Negative,Negative,Negative
haha numbalin former player sacrificed by Satan,Positive,Positive,Positive
It's a good battle if men like a bit of a weird female simulation,Positive,Positive,Positive
"the fighting scene is good, the romance story makes you laugh",Positive,Positive,Positive
ha ha ha,Neutral,Neutral,Neutral
"I'm a man, I don't like it bro",Neutral,Neutral,Neutral
"Do you like it when you type it's wrong for a guy to play games, bro, bro, Viannkaramoyy's sentence",Negative,Neutral,Neutral
viannkaramoyy got it bro,Neutral,Neutral,Neutral
succor,Neutral,Neutral,Neutral
man I'm a game worth playing,Negative,Negative,Negative
"Pras, if it's not worth it, let me tell you",Negative,Negative,Neutral
You're playing laughing,Neutral,Neutral,Neutral
"Jexi, yes the anjir got it",Neutral,Neutral,Neutral
you time,Neutral,Positive,Neutral
you laugh sometimes,Positive,Positive,Positive
"Bagassboyy, bro, you got it",Neutral,Neutral,Neutral
"Ishida or not, Mr. Uryu",Neutral,Neutral,Neutral
date huh?,Neutral,Neutral,Neutral
your carineli,Neutral,Neutral,Neutral
thank you bro windah,Neutral,Neutral,Neutral
"Guys, I enjoy the game. Kudos to you for bringing the game, Bang Windah, by the way, Sephiroth is really cool",Negative,Positive,Negative
"Exclaimed, thank you so proud to laugh",Positive,Positive,Positive
Sylus bro,Neutral,Neutral,Neutral
"Crazy handsome, Sylus is really spreading anw, thank you bro, Windah for your time, I hope you are always healthy",Positive,Positive,Positive
"Zayne, darling",Neutral,Neutral,Neutral
ID bro windah guys add,Neutral,Neutral,Neutral
Thank you bro for playing the game lad,Negative,Negative,Negative
"bro, try playing the game live so you can focus bro, don't yap",Negative,Negative,Negative
"It's really fun to play, bro",Positive,Positive,Positive
thankkk youuu banggg biggg respecttt,Neutral,Neutral,Neutral
thank you bro windah,Neutral,Neutral,Neutral
Thank you bro Windah,Neutral,Neutral,Neutral
"Thank you bro for playing the love game, bro",Positive,Positive,Positive
"bro, thank you, I'll play it next time, I'll watch live, bro, it's really a loplop night, bro, I hope Bro Windah plays LND again, well, support u no matter what",Positive,Positive,Positive
"Come on bro, Caleb's part of the story",Neutral,Neutral,Neutral
Watch until you finally like my comment,Neutral,Neutral,Neutral
Thank you so much for following the female viewers,Positive,Positive,Positive
"Thank you for playing, bro, thank you for the positive response to this game, it's always healthy",Positive,Positive,Positive
"Bro, the lore of the otome game is really complicated",Negative,Negative,Negative
Leon is a remake but it's a tapered version for me,Neutral,Neutral,Neutral
"Kievputrajabbar, yes, but the sylus is really cool with Sephiroth",Positive,Positive,Positive
kievputrajabbar vergil dante devil my cry or not,Neutral,Neutral,Neutral
yeah sephirot short hair anyway miss final fantasy,Neutral,Neutral,Neutral
xavier cloud strife,Neutral,Neutral,Neutral
Githa Xavier Cloud Strife white hair version,Neutral,Neutral,Neutral
"For me, Mr. Uryu's facial structure is ryuken when I don't wear glasses",Neutral,Neutral,Neutral
one wing angel mentioned,Neutral,Neutral,Neutral
reannesaurus trs xavier the exsoldier cloud strife,Neutral,Neutral,Neutral
If I look at the Vibeny Dio Brando sylus,Neutral,Neutral,Neutral
Go to Han,Neutral,Neutral,Neutral
"go, bro",Neutral,Neutral,Neutral
stujuu,Neutral,Neutral,Neutral
I don't understand,Neutral,Neutral,Neutral
"It's really fun, bro, Windahh, playing the pgen game, bro",Negative,Positive,Negative
"Thank you, it's a pleasure to watch live jamm",Positive,Positive,Positive
thank you bro,Neutral,Neutral,Neutral
"thank you, bro, stay healthy always",Positive,Positive,Positive
"Yes, gurl, thank you, Bro Windah",Neutral,Neutral,Neutral
thank you bro windaahhh,Neutral,Neutral,Neutral
very proud,Positive,Positive,Positive
there's nothing wrong,Negative,Negative,Negative
gg bro windah,Neutral,Neutral,Neutral
thanks for playing,Positive,Positive,Positive
thank you bro windahhh,Neutral,Neutral,Neutral
special game for boys,Negative,Positive,Negative
ss or not,Neutral,Neutral,Neutral
gg,Neutral,Neutral,Neutral
"Thank you bro, Windah, since Green Flag saw Zayne",Negative,Neutral,Negative
thank you bro,Neutral,Neutral,Neutral
"Bro, play Omori",Neutral,Neutral,Neutral
"gg bro Windah, thank you for the positive neutral comment, I hope Bang Windah can shut up the caper men and insult them first",Positive,Positive,Positive
"Thanks for playing, have a good rest",Positive,Positive,Positive
Strimer panic buying,Neutral,Neutral,Neutral
"Look at the photo reflex sylus, bro",Neutral,Neutral,Neutral
salusss,Neutral,Neutral,Neutral
"Bro, Windah pen learns Zayne's kt",Neutral,Neutral,Neutral
"thanks bro, windaahh, until the million top up is over, it's fun for girls to janlup girllssnyaa",Positive,Positive,Positive
Thank you bro Windah,Neutral,Neutral,Neutral
Like,Neutral,Neutral,Neutral
Thank you bro Windah,Neutral,Neutral,Neutral
"Thank you bro, I've been absent",Neutral,Neutral,Neutral
"Thank you bro, Windahhh, I hope I get Zayne's B card",Neutral,Neutral,Neutral
gg,Neutral,Neutral,Neutral
"There's nothing wrong with the core game depending on the mindset of the people playing, respect Bro Windah",Negative,Negative,Negative
will you play this again kind sir at least until calebs character reveal pretty please,Positive,Neutral,Neutral
there's absolutely nothing wrong sigma really bro windah,Negative,Negative,Negative
"There's nothing wrong with this game, thank you, bro, Windah, hopefully the part",Negative,Negative,Negative
thanks bro windah,Positive,Positive,Positive
"Thank you bro, Windah, playing the game, strange comments, strange, thank you. There is nothing wrong in this game",Negative,Negative,Negative
thank you bro windah,Neutral,Neutral,Neutral
girls husbu lads,Neutral,Neutral,Neutral
"Thank you very much, Greetings Sylus girlfriend",Positive,Neutral,Neutral
"thank you, proud respect",Positive,Positive,Positive
thank you bro windah,Neutral,Neutral,Neutral
thank you bro windah girls girls player lads yall awesome,Positive,Positive,Positive
"yeah, that's wrong, it's exciting",Negative,Positive,Negative
"Yes, this game has good graphics",Positive,Positive,Positive
"It's not wrong, the feature graphics are okay, the dating game for girls, my mindset is a guy, yes, I'm amused by a girl's game, I'm the player who plays, I'm angry, if a guy is amused, he doesn't like the game, the price of the game is not for men, the market for women is amused by watching Five Under Roof, yes, if that's the case",Negative,Negative,Negative
"I wasn't amused watching the five under proof game, but watched it until the end, hanx",Negative,Negative,Negative
I'm amused if I don't watch Hanx,Neutral,Neutral,Neutral
to say that this game isn't something that females want to do is extremely disingenuous,Negative,Negative,Negative
thank you bro windah,Neutral,Neutral,Neutral
oh handsome,Positive,Positive,Positive
"Thank you bro, Windah for reviewing the game",Negative,Negative,Negative
Zayne bro,Neutral,Neutral,Neutral
"Evelyn is cute, bro, you have a crush",Positive,Neutral,Neutral
"Thank you bro for playing, lads",Neutral,Neutral,Neutral
lets go teach men sigma games,Neutral,Neutral,Neutral
"Thank you bro, Windah for playing the game Love and Deep Space",Positive,Positive,Positive
respect bro gg love you,Positive,Positive,Positive
"bro, make a battle bomb part, try battle main story, like giving a basic tutorial for laughing",Positive,Positive,Positive
"gg, bro, Windah likes games",Neutral,Neutral,Neutral
"Thank you bro, Windah for playing the game but still in good spirits, bro",Positive,Positive,Positive
"bro, sorry I'm late",Negative,Negative,Negative
Bang Windah Ken Sylus,Neutral,Neutral,Neutral
boyfriend like Zayne,Neutral,Neutral,Neutral
thanks bro windaahhhh love you bro,Positive,Positive,Positive
gg,Neutral,Neutral,Neutral
"Thank you bro, Windah, I'm really confused about the game, it's not downloading, it's really not downloading, the main thing is, thank you bro",Negative,Positive,Negative
"Bro, thanks for playing the game, I'm the girl's representative, really, salute you because you've played the game for healthy girls, Bro, wait for the next streaming, lads",Positive,Positive,Positive
The game makes you really miss playing it again,Negative,Positive,Negative
"Thank you, Windah, play the game, enjoy the gameplay",Neutral,Positive,Negative
"Thank you, Bro, Windah, I played the game yesterday, I was waiting for the hour, watching the computer, watching, Bro, Windah, playing lnds, I swear, it's really fun, laugh, laugh, gel jawg, love you kebon bang fingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberone",Positive,Positive,Positive
"Thank you, bro, for the review, I really like it, I think it's open, bro, Windah, thank you, bro, very enthusiastic, bro",Positive,Positive,Positive
Thank you bro Windah,Neutral,Neutral,Neutral
"Very nice bro, Windah played the game, positive response, thank you very much, proud, forgot to take a break",Positive,Positive,Positive
"Thank you very much, bro, keep up the good work",Positive,Positive,Positive
"That's crazy, thanks for the watch",Negative,Negative,Negative
gg,Neutral,Neutral,Neutral
hello bro thanks a lot for playing the game really enjoyed watching it or not playing the game bro I'm curious about the game paying thanks bro by the way you are handsome bro,Positive,Positive,Negative
"Thank you, Papa Brando, bro, when you watched live",Positive,Positive,Positive
p adu no hunter beautiful,Positive,Positive,Positive
thank you so much bro windah i love you so much thanks for the review,Positive,Positive,Positive
thank you sm bro winnnnnn,Neutral,Neutral,Neutral
"Salute, bro, Windah, cheer up, bro Brando",Neutral,Neutral,Neutral
crazy to the point where the girls can't stop laughing,Negative,Negative,Negative
"Respect bro, thank you for playing",Neutral,Neutral,Neutral
thank you bro windah above all the characters say green flag but ure the one the green forest for this,Negative,Negative,Negative
"Thank you very much, Windah",Positive,Neutral,Neutral
thank you bro,Neutral,Neutral,Neutral
Rest,Neutral,Positive,Neutral
Thank you bro Windah,Neutral,Neutral,Neutral
"Thank you bro, Windah, playing the game, my eyes are refreshing when I see a handsome boy, waiting for the part, bro, I'm really curious, Caleb",Positive,Positive,Positive
bnagg req playing shining nikki the game is good like lads infold too beautiful dress up game suitable for boys and girls because of the male characters too,Positive,Positive,Negative
soon love and deepspace part ya papa brandoo,Positive,Positive,Positive
bang character name windah basudara,Neutral,Neutral,Neutral
Zayne is your husband,Neutral,Neutral,Neutral
"bro, grinding, bro, seriously, I want to see you playing cards, cats, watching kindled, if grinding is complicated, borrow someone's account, bro, then review the features",Negative,Negative,Negative
gg topup jt bro windah donating can get a game bro,Negative,Neutral,Negative
"So playing and reviewing positive games, great respect for you",Positive,Positive,Positive
thanks papa brandoo,Positive,Positive,Positive
Thank you for the review bro,Neutral,Neutral,Neutral
pin,Neutral,Neutral,Neutral
"Thank you bro, review card Caleb",Neutral,Neutral,Neutral
player love and deepspace really neng for playing the game thank you bro for entertaining us and thank you bro windah,Positive,Positive,Positive
thank you bro windahh,Neutral,Neutral,Neutral
"aaaa, thanks bro, Wind got scammed many times",Positive,Positive,Positive
"Thank you so much bro, I'm really touched",Positive,Positive,Positive
thank you for the review,Neutral,Neutral,Neutral
Thank you bro for your effort in playing the clock,Neutral,Neutral,Neutral
wow haha ​​thanks bro,Positive,Positive,Positive
Sylus is your girlfriend,Neutral,Neutral,Neutral
wait part,Neutral,Neutral,Neutral
jellyfish catfish thank you le laugh lopyu bro thank you,Positive,Positive,Positive
I've never been absent,Neutral,Neutral,Neutral
thank you bro,Neutral,Neutral,Neutral
respect bro,Neutral,Neutral,Neutral
thank you bro windah,Neutral,Neutral,Neutral
love you bro windah,Positive,Positive,Positive
thank you bro windahhhh i love you so muchhhh,Positive,Positive,Positive
gacorr proud,Positive,Positive,Positive
omggg thank you bro,Neutral,Neutral,Neutral
Thank you bro Windah,Neutral,Neutral,Neutral
please be in a good mood to watch,Positive,Positive,Positive
thank you bro windahhh,Neutral,Neutral,Neutral
watch until the end bro,Neutral,Neutral,Neutral
"Thank you, Brando",Neutral,Neutral,Neutral
"Thank you, I'm proud of Windahhh, there's nothing wrong with the game and yesterday's event, it's really sensitive, bro, huaaa, thanks",Positive,Positive,Positive
shark eats panda i love you bro windah,Positive,Positive,Positive
I'm crazy watching this game until I fall asleep laughing,Negative,Negative,Negative
"Everyone loves you, bro, Windah",Neutral,Neutral,Neutral
"Thank you bro, I'm satisfied I haven't topped up laughing yet",Positive,Neutral,Neutral
"Thank you, bro, playing games, lads, forgot to take a break",Neutral,Positive,Neutral
thanks bro,Positive,Positive,Positive
Thank you bro Windahhh,Neutral,Neutral,Neutral
"Thank you bro, Windahhh, great",Positive,Positive,Positive
thanks bro,Positive,Positive,Positive
Makas bro love the gameplay and respectfull comments mwahh,Positive,Positive,Positive
played,Neutral,Positive,Neutral
bang game forno cowo pengefong game five hearts under one roof,Negative,Negative,Negative
Thank you bro for the review,Neutral,Neutral,Neutral
gg bro,Neutral,Neutral,Neutral
thank you bro love you so much,Positive,Positive,Positive
Ges pnya ID bang windah,Neutral,Neutral,Neutral
thank youuu bro windaahhh,Neutral,Neutral,Neutral
thank you bro windahhhh,Neutral,Neutral,Neutral
"Very good words, bro, thanks for playing the game",Positive,Positive,Positive
thanks a lot bro windahhhh,Positive,Positive,Positive
"thank you bro, wait for the part",Neutral,Neutral,Neutral
thank you bro,Neutral,Neutral,Neutral
"Thank you bro, Windahh, I'm so proud",Positive,Positive,Positive
cool bro,Positive,Positive,Positive
thank you bro,Neutral,Neutral,Neutral
didn't laugh for a second,Positive,Positive,Positive
"Thank you bro, Windah, love you, always Zayne and Sylus' girlfriend",Positive,Positive,Positive
"Thanks to yesterday's YouTuber frying flour in sweet and sour sauce, there's nothing wrong with the game",Negative,Negative,Negative
Thank you bro Windahhh,Neutral,Neutral,Neutral
"Bro, please reply to my comment, bro, please",Neutral,Neutral,Neutral
Thank you bro for playing the game,Negative,Negative,Negative
Xavier is your girlfriend,Neutral,Neutral,Neutral
"Thank you very much, Windahhh",Positive,Neutral,Neutral
beautiful bro,Positive,Positive,Positive
"Bro, Windah, do you want me hahaha",Positive,Positive,Positive
Thanks for playing the game bro,Negative,Positive,Negative
,Neutral,Neutral,Neutral
thank you bro windah,Neutral,Neutral,Neutral
thank you bro windahh,Neutral,Neutral,Neutral
Thank you bro for playing the game,Negative,Negative,Negative
Thanks bro for playing the game,Negative,Positive,Negative
thank you bro windahh,Neutral,Neutral,Neutral
"Continue with Caleb's story, bro, type yes",Neutral,Neutral,Neutral
"The banner is really dangerous, bro, let me see my wild girl if it was streamed with yesterday's banner",Negative,Negative,Negative
"muhammadilhamdlil what kind of banner is that, sorry bro",Positive,Positive,Negative
"ouwisz hot banner, bro, it's okay",Positive,Positive,Positive
"The banner is dangerous, bro. Yesterday the banner focused on Caleb's cyborg",Negative,Negative,Negative
"Yes, it's my turn to comment positively",Positive,Neutral,Neutral
YouTubers fry until they're inter-commune bro wlwkwk,Neutral,Neutral,Neutral
si,Neutral,Neutral,Neutral
Lily,Neutral,Neutral,Neutral
auliacahaya waduuu meet you aullll,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
I'll just type,Neutral,Neutral,Neutral
ak si yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"yes, aim",Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
ingyahh,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
son,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
stujuuu,Neutral,Neutral,Neutral
ita,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yes please like calebb,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeaaaaaaa,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah letsgo,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah ugh,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yes darling,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
aim,Neutral,Neutral,Neutral
"Yes, yes, yes",Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes bro,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
nope,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"yeah, it's real",Positive,Neutral,Positive
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah plsss,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"Yes, bro Brando",Neutral,Neutral,Neutral
yeah gasss,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Ingyh,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
y,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeh,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
go to lexcier,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Crystal,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
uppp,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yyyyaaaa,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
type yes,Neutral,Neutral,Neutral
